,displayName,tags,major_tags
574,LoveHoney,"['consumer goods', 'accessories', 'clothing', 'Retail']",['Retail']
575,Thomas Pink,"['consumer goods', 'clothing', 'Retail']",['Retail']
576,Ditto Sustainable Brand Solutions,"['consumer goods', 'Retail']",['Retail']
577,Supr Daily,"['Food & Beverage', 'consumer goods', 'Travel & Leisure', 'delivery']","['Food & Beverage', 'Travel & Leisure']"
578,BJ's Wholesale Club,"['consumer goods', 'distribution', 'ecommerce', 'Retail']",['Retail']
579,Adolfo Dominguez,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'accessories', 'clothing', 'Retail']","['Manufacturing & Industrial', 'Retail']"
580,Pacific Market International,"['consumer goods', 'Retail']",['Retail']
581,Flambeau Rivers Papers,"['paper and packaging', 'consumer goods', 'Manufacturing & Industrial', 'packaging']",['Manufacturing & Industrial']
582,NYX Professional Makeup,"['consumer goods', 'Manufacturing & Industrial', 'cosmetics']",['Manufacturing & Industrial']
583,Peavey,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics']",['Manufacturing & Industrial']
584,SkinCeuticals,"['consumer goods', 'health & beauty', 'Healthcare', 'ecommerce', 'Retail']","['Healthcare', 'Retail']"
585,Farver True Value Hardware,"['consumer goods', 'distribution', 'Retail', 'rental']",['Retail']
586,Planet Ayurveda,"['consumer goods', 'Manufacturing & Industrial', 'nutrition']",['Manufacturing & Industrial']
587,Red Wing Shoe,"['consumer goods', 'safety', 'Manufacturing & Industrial', 'accessories', 'footwear']",['Manufacturing & Industrial']
588,Alexander Mcqueen,"['consumer goods', 'ecommerce', 'jewellery', 'clothing', 'Retail', 'fashion']",['Retail']
589,Dolium Bodega Subterranea,"['Food & Beverage', 'Manufacturing & Industrial', 'wine', 'bcorp']","['Food & Beverage', 'Manufacturing & Industrial']"
590,ChargeTech,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'batteries', 'energy storage']",['Manufacturing & Industrial']
591,IWC Schaffhausen,"['consumer goods', 'Manufacturing & Industrial', 'watches', 'jewellery', 'Retail']","['Manufacturing & Industrial', 'Retail']"
592,Incipio,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'accessories', 'cables', 'audio']",['Manufacturing & Industrial']
593,Florismart,"['consumer goods', 'ecommerce', 'Retail', 'marketplace']",['Retail']
594,Wausau Paper,"['paper and packaging', 'consumer goods', 'Manufacturing & Industrial', 'packaging']",['Manufacturing & Industrial']
595,Rallye,"['Food & Beverage', 'consumer goods', 'sport', 'distribution', 'holding company', 'ecommerce', 'Retail']","['Food & Beverage', 'Retail']"
596,Goorin Bros.,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'distribution', 'clothing', 'Retail', 'fashion']","['Manufacturing & Industrial', 'Retail']"
597,Ten One Design,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'electronic components']",['Manufacturing & Industrial']
598,Love Culture,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'accessories', 'clothing', 'Retail']","['Manufacturing & Industrial', 'Retail']"
599,The Office Dealer,"['consumer goods', 'distribution', 'Retail', 'furniture']",['Retail']
600,Allied Telesis Holdings,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'communication equipment', 'security', 'Technology', 'web hosting']","['Manufacturing & Industrial', 'Technology']"
601,ProClip USA,"['consumer goods', 'electronics', 'consumer electronics', 'accessories', 'distribution', 'ecommerce', 'Retail']",['Retail']
602,CAIG Laboratories,"['consumer goods', 'Manufacturing & Industrial', 'lubricants', 'chemicals']",['Manufacturing & Industrial']
603,BSH,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'holding company', 'appliances']",['Manufacturing & Industrial']
604,BRANDLESS,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'ecommerce', 'Retail', 'fashion']","['Manufacturing & Industrial', 'Retail']"
605,Milliken & Company,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'clothing', 'chemicals']",['Manufacturing & Industrial']
606,Davis Instruments,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'Retail']","['Manufacturing & Industrial', 'Retail']"
607,Elkay,"['consumer goods', 'Manufacturing & Industrial', 'manufacturing equipment', 'building materials']",['Manufacturing & Industrial']
608,Bodet,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'it consulting', 'Technology']","['Manufacturing & Industrial', 'Technology']"
609,Tallan,"['consumer goods', 'artificial intelligence', 'Healthcare', 'machine learning', 'mortgages', 'ecommerce', 'art', 'data management', 'insurance', 'platform', 'Technology', 'Retail', 'cloud']","['Healthcare', 'Technology', 'Retail']"
610,Writey,"['consumer goods', 'interior design', 'Retail', 'advanced materials']",['Retail']
611,BorderX Lab,"['consumer goods', 'health & beauty', 'ecommerce', 'platform', 'Technology', 'lifestyle', 'fashion', 'mobile app']",['Technology']
612,1908 Brands,"['brand creation', 'consumer goods', 'Manufacturing & Industrial', 'Marketing', 'cleantech', 'bcorp']","['Manufacturing & Industrial', 'Marketing']"
613,Smilo,"['consumer goods', 'Manufacturing & Industrial', 'Healthcare', 'kids', 'fitness & wellness']","['Manufacturing & Industrial', 'Healthcare']"
614,Sam's Club,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail']
615,B&M European Value Retail,"['Food & Beverage', 'consumer goods', 'accessories', 'toys', 'home & garden', 'clothing', 'Retail', 'footwear']","['Food & Beverage', 'Retail']"
616,Beauty By Design,"['application software', 'consumer goods', 'health & beauty', 'platform', 'Technology', 'Retail']","['Technology', 'Retail']"
617,Evertz,"['media', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'Mobile & Telecommunications', 'telecommunications']","['Manufacturing & Industrial', 'Mobile & Telecommunications']"
618,Instacart,"['Food & Beverage', 'groceries', 'delivery', 'ecommerce', 'Technology', 'consumer software']","['Food & Beverage', 'Technology']"
619,Crowe Soberman,"['accounting', 'Business Products & Services', 'tax', 'Financial Services']","['Business Products & Services', 'Financial Services']"
620,Bugaboo,"['consumer goods', 'ecommerce', 'Retail']",['Retail']
621,Amazing Magnets,"['printing', 'consumer goods', 'metal products', 'Manufacturing & Industrial', 'accessories', '3d printing']",['Manufacturing & Industrial']
622,Bras N Things,"['consumer goods', 'accessories', 'ecommerce', 'clothing', 'Retail', 'fashion']",['Retail']
623,This is L.,"[""women's health"", 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'Healthcare', 'bcorp']","['Manufacturing & Industrial', 'Healthcare']"
624,Hindustan Unilever,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'beverages', 'Retail']","['Food & Beverage', 'Manufacturing & Industrial', 'Retail']"
625,S&S Industrial Equipment and Supply,"['consumer goods', 'consumer chemistry', 'distribution', 'Retail', 'welding', 'chemicals']",['Retail']
626,The Sharper Image,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail', 'marketplace']",['Retail']
627,SomaLogic,"['medical diagnostics', 'life sciences', 'biotech', 'medical devices', 'Healthcare', 'drug development']",['Healthcare']
628,Geox,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'accessories', 'distribution', 'clothing', 'lifestyle', 'Retail', 'fashion', 'footwear']","['Manufacturing & Industrial', 'Retail']"
629,Britannia,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial']","['Food & Beverage', 'Manufacturing & Industrial']"
630,Guerlain,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics', 'Retail']","['Manufacturing & Industrial', 'Retail']"
631,mytheresa.com,"['consumer goods', 'accessories', 'distribution', 'luxury', 'ecommerce', 'jewellery', 'clothing', 'Retail', 'fashion']",['Retail']
632,Huskie Tools,"['consumer goods', 'Manufacturing & Industrial', 'Energy & Utilities']","['Manufacturing & Industrial', 'Energy & Utilities']"
633,Kester Black,"['consumer goods', 'health & beauty', 'cosmetics', 'Retail', 'bcorp']",['Retail']
634,Dorothy Perkins,"['accessories', 'clothing', 'Retail', 'fashion']",['Retail']
635,Tieline Technology,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'audio', 'telecommunications']",['Manufacturing & Industrial']
636,Harper Wilde,"['consumer goods', 'ecommerce', 'Retail', 'fashion']",['Retail']
637,Bjorn Borg,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'sport', 'accessories', 'clothing', 'Retail', 'fashion']","['Manufacturing & Industrial', 'Retail']"
638,RESILUX,"['consumer goods', 'Manufacturing & Industrial', 'packaging']",['Manufacturing & Industrial']
639,Rust-Oleum,"['coatings', 'consumer goods', 'Manufacturing & Industrial', 'chemicals']",['Manufacturing & Industrial']
640,De'Longhi,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'appliances', 'hvac']",['Manufacturing & Industrial']
641,First Pacific,"['mining', 'Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'Mobile & Telecommunications', 'holding company', 'infrastructure', 'oil', 'oil & gas']","['Food & Beverage', 'Manufacturing & Industrial', 'Mobile & Telecommunications']"
642,Green Home,"['paper and packaging', 'consumer goods', 'consumer chemistry', 'packaging', 'ecommerce', 'Retail', 'bcorp', 'furniture']",['Retail']
643,Marcus Corporation,"['commercial real estate', 'hotels', 'resorts', 'Real Estate & Construction', 'Media & Entertainment', 'hotel']","['Real Estate & Construction', 'Media & Entertainment']"
644,Armani,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'health & beauty', 'cosmetics', 'luxury', 'jewellery', 'clothing', 'Retail', 'fashion']","['Manufacturing & Industrial', 'Retail']"
645,Preppi,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'fashion']",['Manufacturing & Industrial']
646,The Proactiv Company,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics']",['Manufacturing & Industrial']
647,Snap Source,"['consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial']
648,Sixto Packaging,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'polymers', 'packaging']","['Food & Beverage', 'Manufacturing & Industrial']"
649,CoverGirl,"['consumer goods', 'health & beauty', 'cosmetics', 'distribution', 'Retail']",['Retail']
650,Ecoflora Cares,"['consumer goods', 'Manufacturing & Industrial', 'biotech', 'chemicals', 'bcorp']",['Manufacturing & Industrial']
651,Dometic Group,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'sustainability', 'vehicles']",['Manufacturing & Industrial']
652,Stepjockey,"['Healthcare', 'mobile app']",['Healthcare']
653,Kras,"['Food & Beverage', 'consumer goods', 'distribution']",['Food & Beverage']
654,Helly Hansen,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'clothing', 'Retail', 'footwear']","['Manufacturing & Industrial', 'Retail']"
655,Le Petit Vapoteur,"['e-cigarettes', 'consumer goods', 'accessories', 'ecommerce', 'Retail']",['Retail']
656,Bois Blanc Supply,"['consumer goods', 'sport', 'Retail']",['Retail']
657,Orora,"['paper and packaging', 'consumer goods', 'Manufacturing & Industrial', 'packaging']",['Manufacturing & Industrial']
658,Nilfisk,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer products & services']",['Manufacturing & Industrial']
659,LEDvance,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics']",['Manufacturing & Industrial']
660,ThreeSixty Group,"['consumer goods', 'distribution', 'Retail']",['Retail']
661,Retrevo,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Retail']",['Retail']
662,Extron Electronics,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics']",['Manufacturing & Industrial']
663,The Flex Company,"[""women's health"", 'consumer goods', 'Healthcare', 'ecommerce', 'Retail']","['Healthcare', 'Retail']"
664,Waitrose & Partners,"['groceries', 'consumer goods', 'supermarkets', 'Retail']",['Retail']
665,Slate Rock Safety,"['consumer goods', 'safety', 'textiles', 'distribution', 'clothing', 'Retail']",['Retail']
666,MSA Safety,"['safety', 'Manufacturing & Industrial', 'monitoring', 'protective equipment']",['Manufacturing & Industrial']
667,MoreDesign,"['consumer goods', 'ecommerce', 'interior design', 'Retail']",['Retail']
668,Sun Innovations,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics']",['Manufacturing & Industrial']
669,Twiggle,"['artificial intelligence', 'machine learning', 'ecommerce', 'art', 'Technology', 'search']",['Technology']
670,Space NK,"['consumer goods', 'health & beauty', 'cosmetics', 'home improvement', 'ecommerce', 'Retail']",['Retail']
671,Del Toro Shoes,"['consumer goods', 'Manufacturing & Industrial', 'luxury', 'clothing', 'lifestyle', 'Retail', 'footwear']","['Manufacturing & Industrial', 'Retail']"
672,Elevenia,"['consumer goods', 'ecommerce', 'platform', 'Technology', 'fashion', 'marketplace']",['Technology']
673,SimplyCook,"['restaurant', 'Media & Entertainment']",['Media & Entertainment']
674,Carpetright,"['mattress', 'flooring', 'Retail', 'furniture']",['Retail']
675,Orchard Mile,"['consumer goods', 'health & beauty', 'accessories', 'luxury', 'ecommerce', 'clothing', 'Retail', 'fashion', 'footwear']",['Retail']
676,FrieslandCampina,"['Food & Beverage', 'consumer goods', 'distribution', 'beverages']",['Food & Beverage']
677,Carroll Cuisine,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'distribution', 'packaging', 'nutrition']","['Food & Beverage', 'Manufacturing & Industrial']"
678,Ansaldo NES,"['Manufacturing & Industrial', 'nuclear', 'mechanical components', 'defense']",['Manufacturing & Industrial']
679,Indigo Paints,"['consumer goods', 'Manufacturing & Industrial', 'home improvement', 'home & garden']",['Manufacturing & Industrial']
680,The Hillman Group,"['consumer goods', 'Manufacturing & Industrial', 'Retail']","['Manufacturing & Industrial', 'Retail']"
681,Smiggle,"['consumer goods', 'accessories', 'Retail']",['Retail']
682,Unitron Global,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'medical devices']",['Manufacturing & Industrial']
683,S.W. Basics,"['Manufacturing & Industrial', 'health & beauty', 'cosmetics', 'bcorp']",['Manufacturing & Industrial']
684,American & Efird,"['consumer goods', 'Manufacturing & Industrial', 'consumer products & services', 'textiles', 'clothing']",['Manufacturing & Industrial']
685,The Gro Company,"['consumer goods', 'accessories', 'ecommerce', 'clothing', 'Retail']",['Retail']
686,YG-1,"['consumer goods', 'Manufacturing & Industrial', 'drilling', 'mechanical components', 'engineering']",['Manufacturing & Industrial']
687,Annapolis Performance Sailing,"['consumer goods', 'electronics', 'consumer electronics', 'distribution', 'clothing', 'Retail', 'footwear']",['Retail']
688,Home Bargains,"['consumer goods', 'health & beauty', 'home improvement', 'ecommerce', 'clothing', 'Retail']",['Retail']
689,Eversound,"['senior care', 'consumer goods', 'Manufacturing & Industrial', 'healthtech', 'medical devices', 'Healthcare', 'audio']","['Manufacturing & Industrial', 'Healthcare']"
690,BuyGoodeals,"['consumer goods', 'electronics', 'consumer electronics', 'clothing', 'interior design', 'Retail', 'footwear']",['Retail']
691,Escort,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer products & services', 'consumer electronics', 'appliances', 'Technology']","['Manufacturing & Industrial', 'Technology']"
692,Light Bulbs Etc,"['consumer goods', 'distribution', 'lighting', 'Retail']",['Retail']
