,amount,date,displayName,name,sharePrice,sharesIssued,stage,totalSharesOutstanding
0,6666666.833333333 USD,5/1/12,Etsy,Index Ventures,,,Series F,
1,6666666.833333333 USD,5/1/12,Etsy,Union Square Ventures,,,Series F,
2,6666666.833333333 USD,5/1/12,Etsy,Accel Partners,,,Series F,
3,6666666.833333333 USD,5/1/12,Etsy,Glynn Capital Management,,,Series F,
4,6666666.833333333 USD,5/1/12,Etsy,Breyer Capital,,,Series F,
5,6666666.833333333 USD,5/1/12,Etsy,Employee Stock Option Fund (ESO Fund),,,Series F,
6,20000000.0 USD,8/1/10,Etsy,Accel Partners,,,Series E,
7,27000000.0 USD,1/1/08,Etsy,Accel Partners,,,Series D,
8,3250000.0 USD,7/1/07,Etsy,Union Square Ventures,,,Series C,
9,,1/1/07,Etsy,Union Square Ventures,,,Series B,
10,200000.0 USD,11/1/06,Etsy,Union Square Ventures,,,Series A,
11,200000.0 USD,11/1/06,Etsy,Caterina Fake,,,Series A,
12,200000.0 USD,11/1/06,Etsy,Albert Wenger,,,Series A,
13,200000.0 USD,11/1/06,Etsy,Joshua Schachter,,,Series A,
14,200000.0 USD,11/1/06,Etsy,Stewart Butterfield,,,Series A,
15,200000.0 USD,6/30/05,Etsy,Sean Meenan,,,Seed,
16,200000.0 USD,6/30/05,Etsy,Spencer Ain,,,Seed,
17,,12/1/07,Target,Pershing Square Capital Management,,,Unattributed,
18,900000000.0 USD,10/10/18,Starbucks,Pershing Square Capital Management,,,Unattributed,
19,,2/1/91,Starbucks,Upfront Ventures,,,Unattributed,
20,100000000.0 USD,7/24/01,Amazon,AOL,,,Unattributed,
21,8000000.0 USD,7/1/95,Amazon,Kleiner Perkins,,,Series A,
22,,8/14/19,Walmart,Accel Partners,,,Historical,
23,157000000.0 USD,3/7/14,Wayfair,T. Rowe Price,,,Series B,
24,9000000.0 USD,12/10/12,Wayfair,Battery Ventures,,,Unattributed,
25,9000000.0 USD,12/10/12,Wayfair,Spark Capital,,,Unattributed,
26,9000000.0 USD,12/10/12,Wayfair,Great Hill Partners,,,Unattributed,
27,9000000.0 USD,12/10/12,Wayfair,HarbourVest Partners,,,Unattributed,
28,41250000.0 USD,6/21/11,Wayfair,Battery Ventures,,,Series A,
29,41250000.0 USD,6/21/11,Wayfair,Spark Capital,,,Series A,
30,41250000.0 USD,6/21/11,Wayfair,Great Hill Partners,,,Series A,
31,41250000.0 USD,6/21/11,Wayfair,HarbourVest Partners,,,Series A,
32,150000000.0 USD,10/13/14,3D Systems,PNC Bank,,,Unattributed,
33,194000000.0 USD,10/21/10,Five Below,Advent International,,,Private Equity,
34,,4/1/94,DICK’S Sporting Goods,Upfront Ventures,,,Unattributed,
35,,11/1/93,DICK’S Sporting Goods,Upfront Ventures,,,Unattributed,
36,19300000.0 USD,10/30/09,Whirlpool,US Department of Energy,,,Grant,
37,35000000.0 USD,6/5/09,Sleep Number,Norwest Equity Partners (NEP),,,Historical,
38,,11/15/99,Staples,Greylock Partners,,,Historical,
39,,11/15/99,Staples,Bessemer Venture Partners,,,Historical,
40,,11/15/99,Staples,Highland Capital Partners,,,Historical,
41,,11/15/99,Staples,Summit Partners,,,Historical,
42,,11/15/99,Staples,General Atlantic,,,Historical,
43,,11/15/99,Staples,Essex Investment Management,,,Historical,
44,300000000.0 USD,8/1/19,Wish,General Atlantic,,,Series H,
45,250000000.0 USD,9/20/17,Wish,Manhattan Venture Partners,,,Series G,
46,68999958.0 USD,10/6/14,Wish,DST Global,25.0021,2759766.5,Series D,24294447
47,68999958.0 USD,10/6/14,Wish,DHVC (Danhua Capital),25.0021,2759766.5,Series D,24294447
48,8333327.833333333 USD,6/27/14,Wish,GGV Capital,6.2766,1327681.833,Series C,7024476.833
49,8333327.833333333 USD,6/27/14,Wish,Founders Fund,6.2766,1327681.833,Series C,7024476.833
50,8333327.833333333 USD,6/27/14,Wish,Formation 8,6.2766,1327681.833,Series C,7024476.833
51,8333327.833333333 USD,6/27/14,Wish,AME Cloud Ventures,6.2766,1327681.833,Series C,7024476.833
52,8333327.833333333 USD,6/27/14,Wish,Legend Capital,6.2766,1327681.833,Series C,7024476.833
53,8333327.833333333 USD,6/27/14,Wish,Cherubic Ventures,6.2766,1327681.833,Series C,7024476.833
54,6797044.5 USD,4/24/14,Wish,GGV Capital,3.95,1720770.75,Series B,8326099
55,6797044.5 USD,4/24/14,Wish,Formation 8,3.95,1720770.75,Series B,8326099
56,6797044.5 USD,4/24/14,Wish,AME Cloud Ventures,3.95,1720770.75,Series B,8326099
57,6797044.5 USD,4/24/14,Wish,LeFrak Organization,3.95,1720770.75,Series B,8326099
58,3761353.5 USD,5/11/12,Wish,Formation 8,3.5058,1072894.5,Series A,4264792.833
59,3761353.5 USD,5/11/12,Wish,AME Cloud Ventures,3.5058,1072894.5,Series A,4264792.833
60,3761353.5 USD,5/11/12,Wish,Morado Venture Partners,3.5058,1072894.5,Series A,4264792.833
61,3761353.5 USD,5/11/12,Wish,IT-Farm,3.5058,1072894.5,Series A,4264792.833
62,3761353.5 USD,5/11/12,Wish,Acequia Capital (Acecap),3.5058,1072894.5,Series A,4264792.833
63,3761353.5 USD,5/11/12,Wish,LeFrak Organization,3.5058,1072894.5,Series A,4264792.833
64,1890000.0 USD,4/24/14,Secret Sales,Doughty Hanson Technology Ventures,,,Series C,
65,1890000.0 USD,4/24/14,Secret Sales,Pentech Ventures,,,Series C,
66,1890000.0 USD,4/24/14,Secret Sales,Partech Ventures,,,Series C,
67,1890000.0 USD,4/24/14,Secret Sales,123Venture,,,Series C,
68,2485000.0 USD,2/13/12,Secret Sales,Doughty Hanson Technology Ventures,,,Historical,
69,2485000.0 USD,2/13/12,Secret Sales,Pentech Ventures,,,Historical,
70,2485000.0 USD,2/13/12,Secret Sales,brands4friends,,,Historical,
71,2485000.0 USD,2/13/12,Secret Sales,Connect Ventures,,,Historical,
72,5400000.0 USD,3/21/12,Gear4music,Key Capital Partners,,,Historical,
73,805000000.0 USD,12/6/12,Topshop Topman,Leonard Green & Partners,,,Private Equity,
74,37500000.0 USD,10/17/16,JAKKS Pacific,Pine River Capital Management,,,Historical,
75,37500000.0 USD,10/17/16,JAKKS Pacific,GE Capital Real Estate,,,Historical,
76,51246624.0 USD,7/30/18,The Hut Group,HSBC,,,Debt,
77,51246624.0 USD,7/30/18,The Hut Group,JP Morgan,,,Debt,
78,51246624.0 USD,7/30/18,The Hut Group,Santander Bank,,,Debt,
79,51246624.0 USD,7/30/18,The Hut Group,Citibank,,,Debt,
80,51246624.0 USD,7/30/18,The Hut Group,Barclays,,,Debt,
81,78210000.0 USD,8/13/17,The Hut Group,Sofina,,,Private Equity,
82,78210000.0 USD,8/13/17,The Hut Group,Old Mutual Global Investors,,,Private Equity,
83,105639050.0 USD,8/13/17,The Hut Group,Balderton Capital,,,Historical,
84,105639050.0 USD,8/13/17,The Hut Group,Sofina,,,Historical,
85,105639050.0 USD,8/13/17,The Hut Group,Altium Capital,,,Historical,
86,105639050.0 USD,8/13/17,The Hut Group,Artemis,,,Historical,
87,105639050.0 USD,8/13/17,The Hut Group,William Currie Group,,,Historical,
88,105639050.0 USD,8/13/17,The Hut Group,Old Mutual Global Investors,,,Historical,
89,85000000.0 USD,10/7/16,SunOpta,Oaktree Capital Management,,,Unattributed,
90,25000000.0 USD,3/27/19,Casper,IVP,,,Series D,
91,25000000.0 USD,3/27/19,Casper,NEA,,,Series D,
92,25000000.0 USD,3/27/19,Casper,Target,,,Series D,
93,25000000.0 USD,3/27/19,Casper,Norwest Venture Partners,,,Series D,
94,17000000.0 USD,6/18/17,Casper,New Enterprise Associates,,,Series C,
95,17000000.0 USD,6/18/17,Casper,blisce/,,,Series C,
96,17000000.0 USD,6/18/17,Casper,Knollwood Investment Advisory,,,Series C,
97,17000000.0 USD,6/18/17,Casper,Melo7 Tech Partners llc,,,Series C,
98,17000000.0 USD,6/18/17,Casper,Target,,,Series C,
99,17000000.0 USD,6/18/17,Casper,Norwest Venture Partners,,,Series C,
100,17000000.0 USD,6/18/17,Casper,Shaun White,,,Series C,
101,17000000.0 USD,6/18/17,Casper,Kyrie Irving,,,Series C,
102,17000000.0 USD,6/18/17,Casper,Tresalia Capital,,,Series C,
103,17000000.0 USD,6/18/17,Casper,Lerer Hippeau,,,Series C,
104,5500000.0 USD,6/22/15,Casper,New Enterprise Associates,,,Series B,
105,5500000.0 USD,6/22/15,Casper,SV Angel,,,Series B,
106,5500000.0 USD,6/22/15,Casper,Pritzker Group Venture Capital,,,Series B,
107,5500000.0 USD,6/22/15,Casper,Slow Ventures,,,Series B,
108,5500000.0 USD,6/22/15,Casper,Scooter Braun,,,Series B,
109,5500000.0 USD,6/22/15,Casper,QueensBridge Venture Partners,,,Series B,
110,5500000.0 USD,6/22/15,Casper,Vaizra Investments,,,Series B,
111,5500000.0 USD,6/22/15,Casper,Tobey Maguire,,,Series B,
112,5500000.0 USD,6/22/15,Casper,blisce/,,,Series B,
113,5500000.0 USD,6/22/15,Casper,Norwest Venture Partners,,,Series B,
114,1310000.0 USD,8/7/14,Casper,New Enterprise Associates,,,Series A,
115,1310000.0 USD,8/7/14,Casper,SV Angel,,,Series A,
116,1310000.0 USD,8/7/14,Casper,Crosslink Capital,,,Series A,
117,1310000.0 USD,8/7/14,Casper,Slow Ventures,,,Series A,
118,1310000.0 USD,8/7/14,Casper,Silas Capital,,,Series A,
119,1310000.0 USD,8/7/14,Casper,Correlation Ventures,,,Series A,
120,1310000.0 USD,8/7/14,Casper,Cendana Capital,,,Series A,
121,1310000.0 USD,8/7/14,Casper,Norwest Venture Partners,,,Series A,
122,1310000.0 USD,8/7/14,Casper,Lerer Hippeau,,,Series A,
123,1310000.0 USD,8/7/14,Casper,Vaizzra Investments,,,Series A,
124,228571.42857142858 USD,2/25/14,Casper,Norwest Venture Partners - NVP,,,Seed,
125,228571.42857142858 USD,2/25/14,Casper,Crosslink Capital,,,Seed,
126,228571.42857142858 USD,2/25/14,Casper,QueensBridge Venture Partners,,,Seed,
127,228571.42857142858 USD,2/25/14,Casper,Correlation Ventures,,,Seed,
128,228571.42857142858 USD,2/25/14,Casper,Vaizra Investments,,,Seed,
129,228571.42857142858 USD,2/25/14,Casper,Bullish,,,Seed,
130,228571.42857142858 USD,2/25/14,Casper,Lerer Hippeau,,,Seed,
131,,1/6/16,Turning Point Brands,North Castle Partners,,,Private Equity,
132,30233333.333333332 USD,11/19/15,Dollar Shave Club,Forerunner Ventures,,,Series D,
133,30233333.333333332 USD,11/19/15,Dollar Shave Club,Dragoneer Investment Group,,,Series D,
134,30233333.333333332 USD,11/19/15,Dollar Shave Club,Founders Circle Capital,,,Series D,
135,50000000.0 USD,9/1/14,Dollar Shave Club,Technology Crossover Ventures,,,Series C,
136,923076.9230769231 USD,10/1/13,Dollar Shave Club,Comcast Ventures,,,Series B,
137,923076.9230769231 USD,10/1/13,Dollar Shave Club,Battery Ventures,,,Series B,
138,923076.9230769231 USD,10/1/13,Dollar Shave Club,Pritzker Group Venture Capital,,,Series B,
139,923076.9230769231 USD,10/1/13,Dollar Shave Club,Venrock,,,Series B,
140,923076.9230769231 USD,10/1/13,Dollar Shave Club,Forerunner Ventures,,,Series B,
141,923076.9230769231 USD,10/1/13,Dollar Shave Club,Rustic Canyon Partners,,,Series B,
142,923076.9230769231 USD,10/1/13,Dollar Shave Club,Nicole Junkermann,,,Series B,
143,923076.9230769231 USD,10/1/13,Dollar Shave Club,Brendan Wallace,,,Series B,
144,923076.9230769231 USD,10/1/13,Dollar Shave Club,Flight Ventures,,,Series B,
145,923076.9230769231 USD,10/1/13,Dollar Shave Club,Otter Rock Capital,,,Series B,
146,923076.9230769231 USD,10/1/13,Dollar Shave Club,Adeyemi Ajao,,,Series B,
147,923076.9230769231 USD,10/1/13,Dollar Shave Club,Urizen Ventures I,,,Series B,
148,923076.9230769231 USD,10/1/13,Dollar Shave Club,CMT Asset Management,,,Series B,
149,9800000.0 USD,11/1/12,Dollar Shave Club,Felicis Ventures,,,Series A,
150,111111.11111111111 USD,3/1/12,Dollar Shave Club,Kleiner Perkins Caufield & Byers,,,Seed,
151,111111.11111111111 USD,3/1/12,Dollar Shave Club,Shasta Ventures,,,Seed,
152,111111.11111111111 USD,3/1/12,Dollar Shave Club,Andreessen Horowitz,,,Seed,
153,111111.11111111111 USD,3/1/12,Dollar Shave Club,Forerunner Ventures,,,Seed,
154,111111.11111111111 USD,3/1/12,Dollar Shave Club,White Star Capital,,,Seed,
155,111111.11111111111 USD,3/1/12,Dollar Shave Club,Science,,,Seed,
156,111111.11111111111 USD,3/1/12,Dollar Shave Club,Rustic Canyon Partners,,,Seed,
157,111111.11111111111 USD,3/1/12,Dollar Shave Club,Cowboy Ventures,,,Seed,
158,111111.11111111111 USD,3/1/12,Dollar Shave Club,Felicis Ventures,,,Seed,
159,,5/20/14,Indiegogo,Richard Branson,,,Unattributed,
160,,5/20/14,Indiegogo,Max Levchin,,,Unattributed,
161,,5/20/14,Indiegogo,Webb Investment Network,,,Unattributed,
162,,5/20/14,Indiegogo,Maynard Webb,,,Unattributed,
163,,5/20/14,Indiegogo,Tom Jones,,,Unattributed,
164,3636363.6363636362 USD,1/28/14,Indiegogo,Kleiner Perkins Caufield & Byers,,,Series B,
165,3636363.6363636362 USD,1/28/14,Indiegogo,Insight Venture Partners,,,Series B,
166,3636363.6363636362 USD,1/28/14,Indiegogo,ff Venture Capital,,,Series B,
167,3636363.6363636362 USD,1/28/14,Indiegogo,MHS Capital,,,Series B,
168,3636363.6363636362 USD,1/28/14,Indiegogo,Tim Draper,,,Series B,
169,3636363.6363636362 USD,1/28/14,Indiegogo,Mosaic Ventures,,,Series B,
170,3636363.6363636362 USD,1/28/14,Indiegogo,IVP (Institutional Venture Partners),,,Series B,
171,3636363.6363636362 USD,1/28/14,Indiegogo,Compound,,,Series B,
172,3636363.6363636362 USD,1/28/14,Indiegogo,Virgin America,,,Series B,
173,3636363.6363636362 USD,1/28/14,Indiegogo,Kleiner Perkins,,,Series B,
174,3636363.6363636362 USD,1/28/14,Indiegogo,Mike Bergelson,,,Series B,
175,1666666.6666666667 USD,6/6/12,Indiegogo,Bee Partners,,,Series A,
176,1666666.6666666667 USD,6/6/12,Indiegogo,Khosla Ventures,,,Series A,
177,1666666.6666666667 USD,6/6/12,Indiegogo,Insight Venture Partners,,,Series A,
178,1666666.6666666667 USD,6/6/12,Indiegogo,SeventySix Capital,,,Series A,
179,1666666.6666666667 USD,6/6/12,Indiegogo,ff Venture Capital,,,Series A,
180,1666666.6666666667 USD,6/6/12,Indiegogo,IDG Ventures USA,,,Series A,
181,1666666.6666666667 USD,6/6/12,Indiegogo,Steve Schoettler,,,Series A,
182,1666666.6666666667 USD,6/6/12,Indiegogo,Benjamin Ling,,,Series A,
183,1666666.6666666667 USD,6/6/12,Indiegogo,Compound,,,Series A,
184,500000.0 USD,9/7/11,Indiegogo,ff Venture Capital,,,Seed,
185,500000.0 USD,9/7/11,Indiegogo,Steve Schoettler,,,Seed,
186,500000.0 USD,9/7/11,Indiegogo,Compound,,,Seed,
187,,2/1/08,Indiegogo,BoldStart Ventures,,,Angel,
188,2000000000.0 USD,3/19/18,Lazada,Alibaba,,,Secondary,
189,1000000000.0 USD,6/28/17,Lazada,Alibaba,,,Secondary,
190,500000000.0 USD,4/12/16,Lazada,Alibaba,,,Series G,
191,78795555.55555555 USD,11/29/14,Lazada,Access Industries,,,Historical,
192,78795555.55555555 USD,11/29/14,Lazada,Summit Partners,,,Historical,
193,78795555.55555555 USD,11/29/14,Lazada,Rocket Internet,,,Historical,
194,78795555.55555555 USD,11/29/14,Lazada,Temasek Holdings,,,Historical,
195,78795555.55555555 USD,11/29/14,Lazada,HV Holtzbrinck Ventures,,,Historical,
196,78795555.55555555 USD,11/29/14,Lazada,Verlinvest,,,Historical,
197,78795555.55555555 USD,11/29/14,Lazada,Tesco,,,Historical,
198,78795555.55555555 USD,11/29/14,Lazada,Kinnevik AB,,,Historical,
199,78795555.55555555 USD,11/29/14,Lazada,TEV | Tengelmann Ventures,,,Historical,
200,2620000.0 USD,6/7/17,Sugru,Crowdcube,,,Historical,
201,2620000.0 USD,6/7/17,Sugru,Clydesdale Bank Growth Finance,,,Historical,
202,2620000.0 USD,6/7/17,Sugru,Localglobe,,,Historical,
203,2620000.0 USD,6/7/17,Sugru,Yorkshire Bank,,,Historical,
204,14500000.0 USD,9/4/19,Flipkart,Tiger Global Management,,,Secondary,
205,200800000.0 USD,1/16/19,Flipkart,Flipkart Private Limited,,,Unattributed,
206,,10/25/17,Flipkart,eBay,,,Unattributed,
207,155835723.0 USD,9/18/17,Flipkart,Axis Bank,,,Debt,
208,2500000000.0 USD,8/10/17,Flipkart,SoftBank Capital,,,Historical,
209,71000000.0 USD,6/26/17,Flipkart,Naspers,,,Private Equity,
210,466666666.6666667 USD,4/10/17,Flipkart,eBay,,,Private Equity,
211,466666666.6666667 USD,4/10/17,Flipkart,Microsoft,,,Private Equity,
212,466666666.6666667 USD,4/10/17,Flipkart,Tencent Holdings,,,Private Equity,
213,350000000.0 USD,7/28/15,Flipkart,Steadview Capital,,,Private Equity,
214,350000000.0 USD,7/28/15,Flipkart,Tiger Global Management,,,Private Equity,
215,70000000.0 USD,12/21/14,Flipkart,Tiger Global Management,,,Series H,
216,70000000.0 USD,12/21/14,Flipkart,Naspers,,,Series H,
217,70000000.0 USD,12/21/14,Flipkart,GIC,,,Series H,
218,70000000.0 USD,12/21/14,Flipkart,Iconiq Capital,,,Series H,
219,70000000.0 USD,12/21/14,Flipkart,Baillie Gifford,,,Series H,
220,70000000.0 USD,12/21/14,Flipkart,Greenoaks Capital,,,Series H,
221,70000000.0 USD,12/21/14,Flipkart,Steadview Capital,,,Series H,
222,70000000.0 USD,12/21/14,Flipkart,T. Rowe Price,,,Series H,
223,70000000.0 USD,12/21/14,Flipkart,Qatar Investment Authority,,,Series H,
224,70000000.0 USD,12/21/14,Flipkart,DST Global,,,Series H,
225,125000000.0 USD,7/29/14,Flipkart,Accel Partners,,,Series G,
226,125000000.0 USD,7/29/14,Flipkart,Morgan Stanley Investment Management,,,Series G,
227,125000000.0 USD,7/29/14,Flipkart,Tiger Global Management,,,Series G,
228,125000000.0 USD,7/29/14,Flipkart,Naspers,,,Series G,
229,125000000.0 USD,7/29/14,Flipkart,GIC,,,Series G,
230,125000000.0 USD,7/29/14,Flipkart,Sofina,,,Series G,
231,125000000.0 USD,7/29/14,Flipkart,DST Global,,,Series G,
232,125000000.0 USD,7/29/14,Flipkart,Iconiq Capital,,,Series G,
233,52500000.0 USD,5/26/14,Flipkart,Tiger Global Management,,,Series F,
234,52500000.0 USD,5/26/14,Flipkart,Naspers,,,Series F,
235,52500000.0 USD,5/26/14,Flipkart,Iconiq Capital,,,Series F,
236,52500000.0 USD,5/26/14,Flipkart,DST Global,,,Series F,
237,32000000.0 USD,10/8/13,Flipkart,Morgan Stanley,,,Series E,
238,32000000.0 USD,10/8/13,Flipkart,Sofina,,,Series E,
239,32000000.0 USD,10/8/13,Flipkart,Vulcan Capital,,,Series E,
240,32000000.0 USD,10/8/13,Flipkart,Tiger Global Management,,,Series E,
241,32000000.0 USD,10/8/13,Flipkart,Dragoneer Investment Group,,,Series E,
242,50000000.0 USD,7/10/13,Flipkart,Naspers,,,Series E,
243,50000000.0 USD,7/10/13,Flipkart,Iconiq Capital,,,Series E,
244,50000000.0 USD,7/10/13,Flipkart,Tiger Global Management,,,Series E,
245,50000000.0 USD,7/10/13,Flipkart,Accel Partners,,,Series E,
246,37500000.0 USD,8/24/12,Flipkart,Tiger Global Management,,,Series D,
247,37500000.0 USD,8/24/12,Flipkart,Naspers,,,Series D,
248,37500000.0 USD,8/24/12,Flipkart,Iconiq Capital,,,Series D,
249,37500000.0 USD,8/24/12,Flipkart,Accel Partners,,,Series D,
250,20000000.0 USD,6/21/11,Flipkart,Tiger Global Management,,,Series C,
251,10000000.0 USD,6/21/10,Flipkart,Tiger Global Management,,,Series B,
252,1000000.0 USD,10/21/09,Flipkart,Accel,,,Series A,
253,5215000.0 USD,8/7/15,MyOptique Group,Index Ventures,,,Unattributed,
254,5215000.0 USD,8/7/15,MyOptique Group,Highland Capital Partners,,,Unattributed,
255,5215000.0 USD,8/7/15,MyOptique Group,Acton Capital Partners,,,Unattributed,
256,5215000.0 USD,8/7/15,MyOptique Group,Beringea,,,Unattributed,
257,5215000.0 USD,8/7/15,MyOptique Group,Cipio Partners,,,Unattributed,
258,5215000.0 USD,8/7/15,MyOptique Group,Korys,,,Unattributed,
259,9348000.0 USD,6/23/14,MyOptique Group,Index Ventures,,,Historical,
260,9348000.0 USD,6/23/14,MyOptique Group,Highland Capital Partners,,,Historical,
261,9348000.0 USD,6/23/14,MyOptique Group,Acton Capital Partners,,,Historical,
262,9348000.0 USD,6/23/14,MyOptique Group,Beringea,,,Historical,
263,9348000.0 USD,6/23/14,MyOptique Group,Korys,,,Historical,
264,10320000.0 USD,12/1/13,MyOptique Group,Highland Capital Partners,,,Series C,
265,12900000.0 USD,4/1/09,MyOptique Group,Highland Capital Partners,,,Series B,
266,12500000.0 USD,1/31/14,Myntra,Accel Partners,,,Unattributed,
267,12500000.0 USD,1/31/14,Myntra,Tiger Global Management,,,Unattributed,
268,12500000.0 USD,1/31/14,Myntra,Sofina,,,Unattributed,
269,12500000.0 USD,1/31/14,Myntra,PremjiInvest,,,Unattributed,
270,12500000.0 USD,5/31/13,Myntra,Accel Partners,,,Unattributed,
271,12500000.0 USD,5/31/13,Myntra,Tiger Global Management,,,Unattributed,
272,2000000.0 USD,2/1/13,Myntra,Accel Partners,,,Series E,
273,2000000.0 USD,2/1/13,Myntra,Tiger Global Management,,,Series E,
274,2000000.0 USD,2/1/13,Myntra,Kalaari Capital,,,Series E,
275,2000000.0 USD,2/1/13,Myntra,IDG Ventures India,,,Series E,
276,12500000.0 USD,5/1/12,Myntra,Tiger Global Management,,,Series D,
277,12500000.0 USD,5/1/12,Myntra,IDG Ventures India,,,Series D,
278,5187500.0 USD,8/1/11,Myntra,Accel Partners,,,Series C,
279,5187500.0 USD,8/1/11,Myntra,Tiger Global Management,,,Series C,
280,5187500.0 USD,8/1/11,Myntra,Kalaari Capital,,,Series C,
281,5187500.0 USD,8/1/11,Myntra,IDG Ventures India,,,Series C,
282,4666666.666666667 USD,3/4/11,Myntra,Tiger Global Management,,,Series B-1,
283,4666666.666666667 USD,3/4/11,Myntra,Kalaari Capital,,,Series B-1,
284,4666666.666666667 USD,3/4/11,Myntra,IDG Ventures India,,,Series B-1,
285,3666666.6666666665 USD,7/1/10,Myntra,Accel Partners,,,Series B,
286,3666666.6666666665 USD,7/1/10,Myntra,Kalaari Capital,,,Series B,
287,3666666.6666666665 USD,7/1/10,Myntra,IDG Ventures India,,,Series B,
288,1250000.0 USD,11/4/08,Myntra,Accel Partners,,,Series A,
289,1250000.0 USD,11/4/08,Myntra,New Enterprise Associates,,,Series A,
290,1250000.0 USD,11/4/08,Myntra,Kalaari Capital,,,Series A,
291,1250000.0 USD,11/4/08,Myntra,IDG Ventures India,,,Series A,
292,51246624.0 USD,7/30/18,The Hut Group,HSBC,,,Debt,
293,51246624.0 USD,7/30/18,The Hut Group,JP Morgan,,,Debt,
294,51246624.0 USD,7/30/18,The Hut Group,Santander Bank,,,Debt,
295,51246624.0 USD,7/30/18,The Hut Group,Citibank,,,Debt,
296,51246624.0 USD,7/30/18,The Hut Group,Barclays,,,Debt,
297,78210000.0 USD,8/13/17,The Hut Group,Sofina,,,Private Equity,
298,78210000.0 USD,8/13/17,The Hut Group,Old Mutual Global Investors,,,Private Equity,
299,105639050.0 USD,8/13/17,The Hut Group,Balderton Capital,,,Historical,
300,105639050.0 USD,8/13/17,The Hut Group,Sofina,,,Historical,
301,105639050.0 USD,8/13/17,The Hut Group,Altium Capital,,,Historical,
302,105639050.0 USD,8/13/17,The Hut Group,Artemis,,,Historical,
303,105639050.0 USD,8/13/17,The Hut Group,William Currie Group,,,Historical,
304,105639050.0 USD,8/13/17,The Hut Group,Old Mutual Global Investors,,,Historical,
305,22200000.0 USD,8/21/18,Boxed,Nomura Securities,,,Series D,
306,22200000.0 USD,8/21/18,Boxed,CDIB Capital,,,Series D,
307,22200000.0 USD,8/21/18,Boxed,Gabriel Naouri,,,Series D,
308,22200000.0 USD,8/21/18,Boxed,Alpha Square Group,,,Series D,
309,22200000.0 USD,8/21/18,Boxed,AEON,,,Series D,
310,7692307.692307692 USD,1/20/16,Boxed,GGV Capital,,,Series C,
311,7692307.692307692 USD,1/20/16,Boxed,Fabrice Grinda,,,Series C,
312,7692307.692307692 USD,1/20/16,Boxed,Deep Fork Capital,,,Series C,
313,7692307.692307692 USD,1/20/16,Boxed,American Express Ventures,,,Series C,
314,7692307.692307692 USD,1/20/16,Boxed,Yuri Milner,,,Series C,
315,7692307.692307692 USD,1/20/16,Boxed,Vaizra Investments,,,Series C,
316,7692307.692307692 USD,1/20/16,Boxed,Jose Marin,,,Series C,
317,7692307.692307692 USD,1/20/16,Boxed,blisce/,,,Series C,
318,7692307.692307692 USD,1/20/16,Boxed,FJ Labs,,,Series C,
319,7692307.692307692 USD,1/20/16,Boxed,Light Street Capital Management,,,Series C,
320,7692307.692307692 USD,1/20/16,Boxed,Safa Partners,,,Series C,
321,7692307.692307692 USD,1/20/16,Boxed,Jorge Lim,,,Series C,
322,7692307.692307692 USD,1/20/16,Boxed,Huangpu River Ventures Limited,,,Series C,
323,1190476.1904761905 USD,1/1/15,Boxed,Eniac Ventures,,,Series B,
324,1190476.1904761905 USD,1/1/15,Boxed,GGV Capital,,,Series B,
325,1190476.1904761905 USD,1/1/15,Boxed,Founders Fund,,,Series B,
326,1190476.1904761905 USD,1/1/15,Boxed,First Round Capital,,,Series B,
327,1190476.1904761905 USD,1/1/15,Boxed,Greycroft Partners,,,Series B,
328,1190476.1904761905 USD,1/1/15,Boxed,DST Global,,,Series B,
329,1190476.1904761905 USD,1/1/15,Boxed,Social Starts,,,Series B,
330,1190476.1904761905 USD,1/1/15,Boxed,First Round,,,Series B,
331,1190476.1904761905 USD,1/1/15,Boxed,Fabrice Grinda,,,Series B,
332,1190476.1904761905 USD,1/1/15,Boxed,Owen Van Natta,,,Series B,
333,1190476.1904761905 USD,1/1/15,Boxed,BoxGroup,,,Series B,
334,1190476.1904761905 USD,1/1/15,Boxed,Oliver Jung,,,Series B,
335,1190476.1904761905 USD,1/1/15,Boxed,Signia Venture Partners,,,Series B,
336,1190476.1904761905 USD,1/1/15,Boxed,Yuri Milner,,,Series B,
337,1190476.1904761905 USD,1/1/15,Boxed,AME Cloud Ventures,,,Series B,
338,1190476.1904761905 USD,1/1/15,Boxed,Basset Investment Group,,,Series B,
339,1190476.1904761905 USD,1/1/15,Boxed,Vaizra Investments,,,Series B,
340,1190476.1904761905 USD,1/1/15,Boxed,Jose Marin,,,Series B,
341,1190476.1904761905 USD,1/1/15,Boxed,Zaw Thet,,,Series B,
342,1190476.1904761905 USD,1/1/15,Boxed,David Ko,,,Series B,
343,1190476.1904761905 USD,1/1/15,Boxed,FJ Labs,,,Series B,
344,500000.0 USD,5/1/14,Boxed,Eniac Ventures,,,Series A,
345,500000.0 USD,5/1/14,Boxed,First Round Capital,,,Series A,
346,500000.0 USD,5/1/14,Boxed,Greycroft Partners,,,Series A,
347,500000.0 USD,5/1/14,Boxed,Social Starts,,,Series A,
348,500000.0 USD,5/1/14,Boxed,Fabrice Grinda,,,Series A,
349,500000.0 USD,5/1/14,Boxed,Owen Van Natta,,,Series A,
350,500000.0 USD,5/1/14,Boxed,BoxGroup,,,Series A,
351,500000.0 USD,5/1/14,Boxed,Deep Fork Capital,,,Series A,
